wer,ld,m,insertions,deletions,substitutions,inserted_words,deleted_words,substituted_words
17.0,17,1,16,0,1,"['i', 'dont', 'know', 'im', 'just', 'trying', 'to', 'find', 'it', 'you', 'know', 'im', 'just', 'trying', 'to', 'find']",[],"[('no', 'it')]"
2.0,4,2,2,0,2,"['thank', 'you']",[],"[('two', 'very'), ('more', 'much')]"
0.0,0,2,0,0,0,[],[],[]
1.5,3,2,1,0,2,['thanks'],[],"[('six', 'for'), ('more', 'watching')]"
0.5,1,2,0,0,1,[],[],"[('two', 'no')]"
1.0,1,1,0,0,1,[],[],"[('pass', 'bye')]"
2.4,12,5,7,0,5,"['i', 'wish', 'to', 'have', 'you', 'here', 'and']",[],"[('pass', 'well'), ('ha', 'see'), ('ha', 'you'), ('ha', 'again'), ('ha', 'later')]"
0.0,0,7,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('right', 'alright')]"
0.21428571428571427,3,14,0,2,1,[],"['if', 'challenge']","[('this', 'it')]"
0.0,0,2,0,0,0,[],[],[]
3.0,33,11,31,0,2,"['man', 'im', 'not', 'sure', 'if', 'i', 'can', 'get', 'it', 'im', 'not', 'sure', 'if', 'i', 'can', 'get', 'it', 'im', 'not', 'sure', 'if', 'i', 'can', 'get', 'it', 'im', 'not', 'sure', 'if', 'i', 'can']",[],"[('nice', 'get'), ('pass', 'it')]"
0.0,0,2,0,0,0,[],[],[]
0.42857142857142855,3,7,0,2,1,[],"['i', 'have']","[('whole', 'foreign')]"
0.3333333333333333,9,27,0,4,5,[],"['the', 'ha', 'ha', 'ha']","[('deck', 'day'), ('stakes', 'this'), ('are', 'takes'), ('now', 'enough'), ('to', 'it')]"
3.0,3,1,2,0,1,"['people', 'dont']",[],"[('ha', 'challenge')]"
4.0,8,2,6,0,2,"['im', 'wondering', 'about', 'bree', 'charlie', 'on']",[],"[('but', 'this'), ('card', 'menu')]"
2.0,2,1,1,0,1,['andoodl'],[],"[('pakistan', 'hercules')]"
0.5,1,2,0,0,1,[],[],"[('two', 'to')]"
1.0,2,2,0,0,2,[],[],"[('two', 'a'), ('more', 'a')]"
2.75,11,4,9,0,2,"['you', 'can', 'measure', 'it', 'in', 'and', 'out', 'of', 'it']",[],"[('two', 'by'), ('two', 'to')]"
7.0,7,1,6,0,1,"['im', 'quite', 'known', 'i', 'look', 'at']",[],"[('chad', 'that')]"
0.0,0,2,0,0,0,[],[],[]
2.0,4,2,2,0,2,"['thats', 'that']",[],"[('mm', 'wood'), ('hmm', 'set')]"
3.0,3,1,2,0,1,"['so', 'early']",[],"[('nine', 'dynamity')]"
1.0,2,2,0,1,1,[],['three'],"[('five', 'threefive')]"
2.0,2,1,1,0,1,['may'],[],"[('five', 'bull')]"
1.0,2,2,0,0,2,[],[],"[('three', 'thank'), ('more', 'you')]"
0.0,0,2,0,0,0,[],[],[]
1.0,2,2,0,0,2,[],[],"[('two', 'anything'), ('more', 'else')]"
1.0,2,2,0,1,1,[],['two'],"[('one', 'alright')]"
1.0,1,1,0,0,1,[],[],"[('pass', 'bye')]"
2.0,2,1,1,0,1,['ag'],[],"[('pass', 'mathematics')]"
3.0,3,1,2,0,1,"['do', 'you']",[],"[('pass', 'yet')]"
1.0,1,1,1,0,0,['the'],[],[]
2.0,2,1,1,0,1,['thank'],[],"[('pass', 'you')]"
1.0,1,1,0,0,1,[],[],"[('ha', 'bye')]"
2.0,2,1,1,0,1,['tel'],[],"[('safe', 'missing')]"
0.0,0,2,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('pass', 'bye')]"
0.6666666666666666,2,3,0,0,2,[],[],"[('at', 'up'), ('you', 'soon')]"
0.0,0,2,0,0,0,[],[],[]
1.0,2,2,0,1,1,[],['one'],"[('more', 'and')]"
1.0,1,1,0,0,1,[],[],"[('hm', 'good')]"
1.0,2,2,0,1,1,[],['two'],"[('kings', 'bookings')]"
1.0,2,2,0,0,2,[],[],"[('three', 'feudal'), ('nines', 'people')]"
0.5,1,2,0,0,1,[],[],"[('one', 'run')]"
1.0,2,2,0,1,1,[],['one'],"[('more', 'point')]"
1.5,3,2,1,0,2,['its'],[],"[('fuck', 'not'), ('this', 'good')]"
1.0,2,2,0,1,1,[],['one'],"[('more', 'gpu')]"
0.0,0,2,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('yeah', 'okay')]"
1.5,3,2,1,0,2,['oh'],[],"[('ooh', 'thats'), ('man', 'it')]"
1.0,1,1,0,0,1,[],[],"[('ahh', 'attempt')]"
2.5,10,4,8,0,2,"['is', 'there', 'b', 'sierra', 'only', 'needs', 'any', 'value']",[],"[('the', 'a'), ('that', 'forin')]"
1.0,1,1,0,0,1,[],[],"[('yeah', 'and')]"
1.0,2,2,0,1,1,[],['two'],"[('jacks', 'context')]"
2.5,5,2,3,0,2,"['lost', 'in', 'the']",[],"[('two', 'redcastle'), ('jacks', 'minerals')]"
0.0,0,2,0,0,0,[],[],[]
1.5,3,2,1,0,2,['thanks'],[],"[('one', 'for'), ('more', 'watching')]"
0.0,0,2,0,0,0,[],[],[]
1.0,2,2,0,1,1,[],['one'],"[('more', 'what')]"
0.0,0,2,0,0,0,[],[],[]
1.3333333333333333,4,3,4,0,0,"['know', 'its', 'a', 'treat']",[],[]
0.5,2,4,0,1,1,[],['let'],"[('us', 'better')]"
0.2,1,5,0,0,1,[],[],"[('have', 'asked')]"
1.0,2,2,0,1,1,[],['four'],"[('nines', 'fortnite')]"
0.21428571428571427,3,14,2,0,1,"['call', 'me']",[],"[('card', 'car')]"
1.0,1,1,0,0,1,[],[],"[('four', 'forward')]"
0.0,0,1,0,0,0,[],[],[]
1.0,3,3,0,0,3,[],[],"[('four', 'fourth'), ('nines', 'line'), ('eh', 'selecting')]"
1.0,2,2,0,1,1,[],['last'],"[('time', 'inc')]"
1.0,2,2,0,1,1,[],['two'],"[('more', 'mwah')]"
1.5,3,2,1,0,2,['byee'],[],"[('one', 'im'), ('more', 'happy')]"
1.5,3,2,1,0,2,['yeah'],[],"[('four', 'its'), ('more', 'wonderful')]"
0.0,0,2,0,0,0,[],[],[]
0.5,1,2,0,0,1,[],[],"[('four', 'for')]"
0.6666666666666666,2,3,0,1,1,[],['a'],"[('nine', 'e')]"
5.2,26,5,21,0,5,"['mass', 'second', 'which', 'i', 'write', 'all', 'this', 'very', 'very', 'well', 'so', 'the', 'numbers', 'between', 'the', 'retool', 'relative', 'to', 'the', 'perimeter', 'of']",[],"[('did', 'the'), ('you', 'feet'), ('put', 'of'), ('four', 'the'), ('nines', 'exploiting')]"
1.0,2,2,0,1,1,[],['i'],"[('cannot', 'einstein')]"
0.19047619047619047,4,21,0,1,3,[],['but'],"[('all', 'on'), ('but', 'well'), ('wont', 'want')]"
2.5,5,2,4,0,1,"['and', 'dash', 'can', 'be']",[],"[('deck', 'removed')]"
1.0,1,1,0,0,1,[],[],"[('hm', 'mmm')]"
9.0,9,1,8,0,1,"['i', 'was', 'decided', 'to', 'be', 'a', 'user', 'like']",[],"[('separate', 'this')]"
2.0,2,1,1,0,1,['god'],[],"[('cards', 'may')]"
1.0,1,1,0,0,1,[],[],"[('oops', 'which')]"
1.5,3,2,1,0,2,['all'],[],"[('oops', 'oopt'), ('dodge', 'stalled')]"
0.16666666666666666,2,12,0,2,0,[],"['cuz', 'like']",[]
1.0,1,1,0,0,1,[],[],"[('ha', 'huh')]"
1.0,1,1,0,0,1,[],[],"[('ha', 'ah')]"
0.8,8,10,8,0,0,"['dont', 'take', 'nake', 'and', 'nake', 'and', 'nake', 'round']",[],[]
0.17142857142857143,6,35,3,0,3,"['its', 'kind', 'it']",[],"[('we', 'you'), ('ismael', 'made'), ('kinda', 'of')]"
1.0,1,1,0,0,1,[],[],"[('huh', 'yeah')]"
0.0,0,1,0,0,0,[],[],[]
0.1,1,10,1,0,0,['use'],[],[]
0.29411764705882354,5,17,0,5,0,[],"['and', 'know', 'you', 'know', 'and']",[]
1.0,2,2,1,0,1,['good'],[],"[('very', 'correct')]"
0.6,3,5,0,0,3,[],[],"[('kind', 'than'), ('of', 'a'), ('like', 'flame')]"
3.5,7,2,5,0,2,"['i', 'thought', 'i', 'him', 'in']",[],"[('too', 'the'), ('tiny', 'morning')]"
1.8,9,5,4,0,5,"['so', 'it', 'does', 'not']",[],"[('whats', 'match'), ('up', 'the'), ('it', 'maps'), ('doesnt', 'of'), ('matter', 'observations')]"
1.0,1,1,0,0,1,[],[],"[('huh', 'a')]"
1.0,1,1,0,0,1,[],[],"[('six', 'thanks')]"
0.1111111111111111,1,9,0,1,0,[],['is'],[]
0.0,0,2,0,0,0,[],[],[]
0.25,1,4,0,1,0,[],['like'],[]
0.3333333333333333,2,6,1,0,1,['it'],[],"[('sixes', 'cards')]"
0.14285714285714285,1,7,0,0,1,[],[],"[('cards', 'harm')]"
0.1111111111111111,2,18,0,2,0,[],"['huh', 'now']",[]
1.0,1,1,1,0,0,['doee'],[],[]
1.0,1,1,0,0,1,[],[],"[('whoa', 'good')]"
1.0,1,1,0,0,1,[],[],"[('okay', 'mmm')]"
1.0,1,1,0,0,1,[],[],"[('hm', 'hmm')]"
0.2,1,5,0,0,1,[],[],"[('bluff', 'blurb')]"
4.0,4,1,3,0,1,"['thank', 'you', 'for']",[],"[('hm', 'watching')]"
0.3870967741935484,12,31,3,4,5,"['say', 'it', 'depends']","['uh', 'i', 'uh', 'uh']","[('keep', 'did'), ('kings', 'things'), ('kings', 'things'), ('she', 'on'), ('calls', 'me')]"
1.0,1,1,0,0,1,[],[],"[('huh', 'perfect')]"
2.0,2,1,1,0,1,['mm'],[],"[('hm', 'hmm')]"
4.0,4,1,3,0,1,"['from', 'end', 'to']",[],"[('huh', 'end')]"
0.3125,5,16,3,0,2,"['to', 'of', 'europe']",[],"[('cards', 'fear'), ('youre', 'go')]"
0.2,2,10,1,0,1,['you'],[],"[('youre', 'are')]"
1.3333333333333333,4,3,4,0,0,"['but', 'should', 'be', 'there']",[],[]
0.3333333333333333,3,9,1,0,2,['you'],[],"[('yeah', 'here'), ('youre', 'are')]"
16.0,16,1,15,0,1,"['im', 'just', 'gonna', 'cry', 'im', 'just', 'gonna', 'cry', 'im', 'just', 'gonna', 'cry', 'im', 'just', 'gonna']",[],"[('cards', 'cry')]"
0.41379310344827586,12,29,7,1,4,"['not', 'going', 'to', 'pass', 'while', 'ive', 'tilted']",['like'],"[('if', 'keep'), ('pass', 'fast'), ('go', 'goes'), ('down', 'alright')]"
1.0,1,1,0,0,1,[],[],"[('hm', 'mmm')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
5.0,15,3,12,0,3,"['thank', 'you', 'very', 'much', 'for', 'recovering', 'my', 'misplaced', 'friends', 'i', 'will', 'see']",[],"[('two', 'you'), ('more', 'on'), ('six', 'thursday')]"
1.0,1,1,0,0,1,[],[],"[('challenge', 'janet')]"
4.0,8,2,6,0,2,"['ha', 'ha', 'ha', 'ha', 'in', 'ahead']",[],"[('good', 'of'), ('good', 'a')]"
0.8461538461538461,11,13,5,0,6,"['know', 'your', 'chance', 'he', 'more']",[],"[('no', 'now'), ('challenged', 'important'), ('it', 'than'), ('is', 'i'), ('your', 'am'), ('challenge', 'who')]"
4.0,4,1,3,0,1,"['ill', 'see', 'you']",[],"[('okay', 'tomato')]"
1.0,1,1,0,0,1,[],[],"[('hm', 'hey')]"
0.0,0,1,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
1.0,3,3,0,2,1,[],"['says', 'one']","[('jack', 'sonja')]"
0.6666666666666666,2,3,0,1,1,[],['two'],"[('jacks', 'jets')]"
1.0,2,2,0,1,1,[],['two'],"[('kings', 'bookings')]"
1.0,2,2,0,1,1,[],['one'],"[('more', 'what')]"
0.5,1,2,0,0,1,[],[],"[('kings', 'things')]"
0.0,0,2,0,0,0,[],[],[]
1.0,2,2,1,0,1,['could'],[],"[('four', 'one')]"
1.0,1,1,0,0,1,[],[],"[('pass', 'bye')]"
1.2,6,5,1,0,5,['on'],[],"[('pass', 'the'), ('me', 'way'), ('theres', 'to'), ('a', 'our'), ('pass', 'list')]"
3.0,6,2,4,0,2,"['stop', 'stop', 'stop', 'look']",[],"[('four', 'at'), ('king', 'these')]"
10.5,21,2,19,0,2,"['i', 'know', 'you', 'wont', 'learn', 'this', 'but', 'i', 'was', 'still', 'never', 'italian', 'so', 'she', 'was', 'not', 'saying', 'it', 'doesnt']",[],"[('bit', 'amp'), ('shorter', 'yet')]"
1.0,2,2,0,1,1,[],['one'],"[('nine', 'nothing')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
2.0,4,2,2,0,2,"['men', 'let']",[],"[('im', 'you'), ('older', 'go')]"
1.0,4,4,0,0,4,[],[],"[('lead', 'where'), ('with', 'did'), ('that', 'l'), ('confidence', 'acoustic')]"
1.0,2,2,0,1,1,[],['one'],"[('more', 'fun')]"
1.0,1,1,1,0,0,['eight'],[],[]
0.0,0,1,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('hm', 'yeah')]"
3.0,3,1,2,0,1,"['thanks', 'for']",[],"[('kay', 'watching')]"
1.0,12,12,0,8,4,[],"['me', 'the', 'nine', 'fuck', 'off', 'i', 'know', 'how']","[('to', 'feel'), ('do', 'you'), ('that', 'are'), ('though', 'using')]"
1.5,3,2,1,0,2,['kehahhhh'],[],"[('two', 'hehe'), ('more', 'doom')]"
1.0,1,1,0,0,1,[],[],"[('check', 'absolutely')]"
0.0,0,3,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
1.0,2,2,0,1,1,[],['one'],"[('more', 'bye')]"
1.0,2,2,0,0,2,[],[],"[('perfect', 'haw'), ('island', 'inter')]"
1.0,2,2,0,0,2,[],[],"[('science', 'bye'), ('project', 'bye')]"
2.0,2,1,1,0,1,['thank'],[],"[('hm', 'you')]"
1.0,1,1,0,0,1,[],[],"[('ahh', 'ah')]"
1.0,1,1,0,0,1,[],[],"[('nice', 'night')]"
6.0,6,1,5,0,1,"['us', 'in', 'search', 'of', 'all']",[],"[('game', 'nations')]"
0.0,0,1,0,0,0,[],[],[]
0.6666666666666666,4,6,2,0,2,"['if', 'you']",[],"[('okay', 'get'), ('steady', 'still')]"
1.0,2,2,0,1,1,[],['ok'],"[('challenge', 'okay')]"
1.0,1,1,0,1,0,[],['oh'],[]
4.0,4,1,3,0,1,"['after', 'finding', 'the']",[],"[('finally', 'email')]"
1.5,3,2,1,0,2,['add'],[],"[('three', 'to'), ('kings', 'my')]"
1.0,1,1,0,0,1,[],[],"[('challenge', 'tasting')]"
4.0,4,1,3,0,1,"['ah', 'im', 'the']",[],"[('ha', 'linear')]"
1.0,4,4,1,0,3,['a'],[],"[('you', 'i'), ('that', 'beautiful'), ('before', 'story')]"
1.0,2,2,0,1,1,[],['two'],"[('four', 'twofour')]"
1.3333333333333333,8,6,5,0,3,"['look', 'at', 'this', 'were', 'a']",[],"[('had', 'name'), ('no', 'for'), ('fours', 'it')]"
1.5,3,2,1,0,2,['thanks'],[],"[('two', 'for'), ('more', 'watching')]"
2.0,2,1,2,0,0,"['me', 'later']",[],[]
2.0,4,2,2,0,2,"['place', 'and']",[],"[('four', 'the'), ('six', 'leaders')]"
0.0,0,2,0,0,0,[],[],[]
8.0,8,1,7,0,1,"['but', 'works', 'for', 'the', 'future', 'of', 'the']",[],"[('what', 'deal')]"
0.0,0,2,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('okay', 'god')]"
2.0,2,1,1,0,1,['free'],[],"[('two', 'to')]"
4.0,4,1,3,0,1,"['see', 'you', 'here']",[],"[('two', 'too')]"
2.0,2,1,1,0,1,['for'],[],"[('ha', 'you')]"
0.5,1,2,0,0,1,[],[],"[('six', 'things')]"
1.0,2,2,0,1,1,[],['two'],"[('jacks', 'butticqsh')]"
0.5,1,2,0,0,1,[],[],"[('two', 'no')]"
0.0,0,2,0,0,0,[],[],[]
1.5,3,2,1,0,2,['dont'],[],"[('two', 'do'), ('more', 'it')]"
0.5,1,2,0,1,0,[],['challenge'],[]
0.3333333333333333,1,3,0,1,0,[],['oh'],[]
1.0,6,6,0,2,4,[],"['thanks', 'who']","[('ever', 'i'), ('wins', 'believe'), ('the', 'higher'), ('challenge', 'wedge')]"
0.14285714285714285,4,28,2,0,2,"['you', 'will']",[],"[('youll', 'get'), ('later', 'to')]"
0.0,0,1,0,0,0,[],[],[]
0.3157894736842105,6,19,2,2,2,"['but', 'because']","['worth', 'card']","[('well', 'but'), ('so', 'otherwise')]"
1.0833333333333333,13,12,9,1,3,"['or', 'just', 'hurt', 'by', 'the', 'rice', 'case', 'my', 'man']",['telling'],"[('you', 'a'), ('to', 'neutral'), ('pair', 'player')]"
5.5,11,2,9,0,2,"['i', 'true', 'very', 'very', 'much', 'my', 'self', 'passing', 'his']",[],"[('challenge', 'waving'), ('okay', 'you')]"
2.111111111111111,19,9,19,0,0,"['and', 'but', 'the', 'mikot', 'would', 'have', 'to', 'be', 'an', 'achievement', 'so', 'that', 'the', 'other', 'safe', 'leader', 'and', 'i', 'thought']",[],[]
0.5555555555555556,5,9,1,0,4,['me'],[],"[('it', 'any'), ('or', 'article'), ('next', 'left'), ('person', 'position')]"
3.5,7,2,5,0,2,"['any', 'articles', 'just', 'send', 'a']",[],"[('anybody', 'question'), ('can', 'here')]"
1.0,1,1,0,0,1,[],[],"[('eight', 'create')]"
1.0,2,2,0,1,1,[],['three'],"[('eight', 'create')]"
1.0,1,1,0,0,1,[],[],"[('challenge', 'terrible')]"
1.0,3,3,0,2,1,[],"['lets', 'play']","[('around', 'alia')]"
1.0,2,2,0,0,2,[],[],"[('do', 'its'), ('it', 'nice')]"
1.0,3,3,0,0,3,[],[],"[('make', 'its'), ('it', 'your'), ('ace', 'eighth')]"
2.0,6,3,3,0,3,"['for', 'which', 'end']",[],"[('watch', 'of'), ('out', 'your'), ('everybody', 'life')]"
0.0,0,2,0,0,0,[],[],[]
0.0,0,2,0,0,0,[],[],[]
6.0,6,1,5,0,1,"['alfumni', 'presently', 'have', 'to', 'answer']",[],"[('challenge', 'them')]"
0.3333333333333333,1,3,0,1,0,[],['nice'],[]
1.0,2,2,0,1,1,[],['blue'],"[('jack', 'bojack')]"
1.0,4,4,0,2,2,[],"['you', 'would']","[('have', 'uuwahahm'), ('jacks', 'pew')]"
1.0,2,2,0,1,1,[],['two'],"[('more', 'boom')]"
0.5,1,2,0,0,1,[],[],"[('two', 'no')]"
1.0,2,2,0,1,1,[],['two'],"[('more', 'bye')]"
5.0,5,1,4,0,1,"['no', 'just', 'for', 'a']",[],"[('bad', 'minute')]"
1.0,2,2,0,0,2,[],[],"[('still', 'certainly'), ('winning', 'thanks')]"
5.0,10,2,8,0,2,"['alright', 'im', 'good', 'im', 'good', 'you', 'can', 'get']",[],"[('many', 'that'), ('more', 'picture')]"
3.0,9,3,8,0,1,"['be', 'which', 'will', 'help', 'in', 'other', 'lifes', 'videos']",[],"[('clues', 'recused')]"
0.1,2,20,0,2,0,[],"['today', 'will']",[]
1.0,1,1,0,0,1,[],[],"[('hm', 'mm')]"
0.0,0,17,0,0,0,[],[],[]
0.8,8,10,6,0,2,"['for', 'people', 'asking', 'board', 'of', 'success']",[],"[('uh', 'to'), ('perhaps', 'think')]"
4.0,8,2,6,0,2,"['i', 'will', 'see', 'you', 'in', 'the']",[],"[('last', 'next'), ('time', 'video')]"
0.3888888888888889,7,18,5,0,2,"['as', 'a', 'you', 'i', 'that']",[],"[('youll', 'will'), ('ill', 'will')]"
0.5,4,8,0,2,2,[],"['and', 'you']","[('processing', 'process'), ('take', 'do')]"
0.0,0,1,0,0,0,[],[],[]
1.0,1,1,0,0,1,[],[],"[('hm', 'hears')]"
1.2,6,5,5,0,1,"['for', 'the', 'snap', 'you', 'will']",[],"[('pupil', 'be')]"
1.0,1,1,0,0,1,[],[],"[('hmm', 'mm')]"
0.3333333333333333,3,9,3,0,0,"['the', 'the', 'video']",[],[]
5.0,5,1,4,0,1,"['very', 'hard', 'to', 'start']",[],"[('okay', 'you')]"
1.0,1,1,0,0,1,[],[],"[('oh', 'bye')]"
0.16666666666666666,1,6,0,0,1,[],[],"[('block', 'love')]"
1.0,1,1,0,0,1,[],[],"[('oh', 'no')]"
0.25,3,12,0,0,3,[],[],"[('have', 'can'), ('you', 'be'), ('it', 'this')]"
1.0,1,1,0,0,1,[],[],"[('no', 'bye')]"
1.0,1,1,0,1,0,[],['so'],[]
0.047619047619047616,1,21,0,1,0,[],['uhm'],[]
1.0,1,1,0,0,1,[],[],"[('hm', 'oh')]"
0.0,0,1,0,0,0,[],[],[]
2.0,2,1,1,0,1,['please'],[],"[('hmm', 'dont')]"
5.0,5,1,4,0,1,"['i', 'love', 'this', 'es']",[],"[('hmm', 'factory')]"
2.0,2,1,1,0,1,['bye'],[],"[('remembering', 'bye')]"
3.4285714285714284,48,14,37,0,11,"['in', 'be', 'lesson', 'in', 'indian', 'arabia', 'they', 'have', 'to', 'use', 'this', 'call', 'in', 'indian', 'countries', 'such', 'as', 'indian', 'peoples', 'on', 'the', 'emphas', 'hi', 'so', 'they', 'arebody', 'used', 'in', 'another', 'one', 'i', 'think', 'the', 'vegetable', 'company', 'hasnt', 'some']",[],"[('point', 'underworld'), ('pass', 'russian'), ('you', 'religions'), ('just', 'reinforced'), ('say', 'the'), ('pass', 'explosion'), ('pass', 'or'), ('all', 'it'), ('cards', 'was'), ('remain', 'made'), ('someone', 'ones')]"
4.0,4,1,3,0,1,"['because', 'any', 'boy']",[],"[('pass', 'substance')]"
1.0,3,3,0,1,2,[],['mix'],"[('mix', 'like'), ('mix', 'aisx')]"
0.36363636363636365,4,11,0,3,1,[],"['i', 'single', 'eh']","[('will', 'ill')]"
2.0,2,1,1,0,1,['thank'],[],"[('ha', 'you')]"
1.0,2,2,0,2,0,[],"['ha', 'joker']",[]
0.8,4,5,1,0,3,['and'],[],"[('fine', 'youll'), ('joker', 'get'), ('counts', 'one')]"
1.0,1,1,0,0,1,[],[],"[('ok', 'okay')]"
0.5,8,16,1,1,6,['are'],['but'],"[('jokers', 'kings'), ('then', 'can'), ('jokers', 'counter'), ('can', 'anything'), ('wild', 'vile'), ('cards', 'gods')]"
1.0,1,1,0,0,1,[],[],"[('ha', 'puffs')]"
0.8,4,5,1,0,3,['and'],[],"[('one', 'none'), ('is', 'are'), ('joker', 'taken')]"
6.0,42,7,35,0,7,"['so', 'of', 'course', 'may', 'change', 'their', 'name', 'andpla', 'asation', 'should', 'be', 'placed', 'but', 'its', 'much', 'better', 'not', 'for', 'example', 'i', 'mean', 'why', 'do', 'you', 'not', 'want', 'to', 'pay', 'attention', 'toulf', 'iconic', 'acting', 'i', 'mean', 'in']",[],"[('joker', 'this'), ('and', 'decade'), ('uh', 'but'), ('she', 'its'), ('she', 'very'), ('said', 'important'), ('like', 'too')]"
1.0,1,1,0,0,1,[],[],"[('ha', 'off')]"
0.12903225806451613,4,31,1,1,2,['ballerou'],['decks'],"[('here', 'two'), ('the', 'that')]"
